"y","x"
0,"Da Vinci Code sucks."
0,"Da Vinci Code sucks be..."
0,"da vinci code sucks..."
0,"Da Vinci Code sucks."
0,"i heard da vinci code sucked soo much only 2.5 stars:"
0,"da vinci code sucks..."
0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
0,"Da Vinci Code sucks be..."
0,"Da Vinci Code sucked.."
0,"The Da Vinci Code sucked big time."
0,"da vinci code sucks..."
0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
0,"da vinci code sucks..."
0,"Da Vinci Code sucks."
0,"Da Vinci Code sucks be..."
0,"The Da Vinci Code sucked big time."
0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
0,"friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!"
0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
0,"by the way, the Da Vinci Code sucked, just letting you know..."
0,"friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!"
0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
0,"i heard da vinci code sucked soo much only 2.5 stars:"
0,"friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!"
0,"da vinci code sucks..."
0,"Da Vinci Code sucks."
0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
0,"Da Vinci Code sucks."
0,"friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!"
0,"Da Vinci Code sucks be..."
0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
0,"i heard da vinci code sucked soo much only 2.5 stars:"
0,"friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!"
0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
0,"The Da Vinci Code sucked big time."
0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
0,"by the way, the Da Vinci Code sucked, just letting you know..."
0,"da vinci code sucks..."
0,"Da Vinci Code sucks."
0,"friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!"
0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
0,"Da Vinci Code sucks."
0,"friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!"
0,"Da Vinci Code sucks."
0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
0,"by the way, the Da Vinci Code sucked, just letting you know..."
0,"da vinci code sucks..."
0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
0,"Da Vinci Code sucks be..."
0,"The Da Vinci Code sucked big time."
0,"by the way, the Da Vinci Code sucked, just letting you know..."
0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
0,"da vinci code sucks..."
0,"da vinci code sucks..."
0,"i heard da vinci code sucked soo much only 2.5 stars:"
0,"Da Vinci Code sucks."
0,"Da Vinci Code sucked.."
0,"Da Vinci Code sucks."
0,"by the way, the Da Vinci Code sucked, just letting you know..."
0,"Da Vinci Code sucks."
0,"Da Vinci Code sucked.."
0,"friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!"
0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
0,"Da Vinci Code sucks."
0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
0,"Da Vinci Code sucks be..."
0,"da vinci code sucks..."
0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
0,"Da Vinci Code sucks be..."
0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
0,"Da Vinci Code sucks be..."
0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
0,"by the way, the Da Vinci Code sucked, just letting you know..."
0,"da vinci code sucks..."
0,"Da Vinci Code sucks be..."
0,"The Da Vinci Code sucked big time."
0,"da vinci code sucks..."
0,"friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!"
0,"friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!"
0,"i heard da vinci code sucked soo much only 2.5 stars:"
0,"da vinci code sucks..."
0,"by the way, the Da Vinci Code sucked, just letting you know..."
0,"da vinci code sucks..."
0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
0,"by the way, the Da Vinci Code sucked, just letting you know..."
0,"da vinci code sucks..."
0,"The Da Vinci Code sucked big time."
0,"Da Vinci Code sucks be..."
0,"The Da Vinci Code sucked big time."
0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
0,"Da Vinci Code sucks be..."
0,"Da Vinci Code sucked.."
0,"i heard da vinci code sucked soo much only 2.5 stars:"
0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
0,"i heard da vinci code sucked soo much only 2.5 stars:"
0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
0,"Da Vinci Code sucked.."
0,"Da Vinci Code sucks."
0,"friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!"
0,"friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!"
0,"Da Vinci Code sucks."
0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
0,"Da Vinci Code sucks be..."
0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
0,"i heard da vinci code sucked soo much only 2.5 stars:"
0,"Da Vinci Code sucked.."
0,"The Da Vinci Code sucked big time."
0,"Da Vinci Code sucked.."
0,"The Da Vinci Code sucked big time."
0,"by the way, the Da Vinci Code sucked, just letting you know..."
0,"i heard da vinci code sucked soo much only 2.5 stars:"
0,"Da Vinci Code sucks."
0,"friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!"
0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
0,"by the way, the Da Vinci Code sucked, just letting you know..."
0,"da vinci code sucks..."
0,"The Da Vinci Code sucked big time."
0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
0,"i heard da vinci code sucked soo much only 2.5 stars:"
0,"Da Vinci Code sucks."
0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
0,"The Da Vinci Code sucked big time."
0,"friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!"
0,"Da Vinci Code sucks be..."
0,"friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!"
0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
0,"Da Vinci Code sucks."
0,"The Da Vinci Code sucked big time."
0,"by the way, the Da Vinci Code sucked, just letting you know..."
0,"Da Vinci Code sucked.."
0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
0,"i heard da vinci code sucked soo much only 2.5 stars:"
0,"friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!"
0,"by the way, the Da Vinci Code sucked, just letting you know..."
0,"da vinci code sucks..."
0,"Da Vinci Code sucks."
0,"Da Vinci Code sucked.."
0,"i heard da vinci code sucked soo much only 2.5 stars:"
0,"da vinci code sucks..."
0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
0,"friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!"
0,"Da Vinci Code sucks be..."
0,"The Da Vinci Code sucked big time."
0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
0,"da vinci code sucks..."
0,"Da Vinci Code sucked.."
0,"The Da Vinci Code sucked big time."
0,"Da Vinci Code sucks."
0,"Da Vinci Code sucks be..."
0,"i heard da vinci code sucked soo much only 2.5 stars:"
0,"friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!"
0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
0,"Da Vinci Code sucked.."
0,"The Da Vinci Code sucked big time."
0,"Da Vinci Code sucks."
0,"friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!"
0,"Da Vinci Code sucked.."
0,"i heard da vinci code sucked soo much only 2.5 stars:"
0,"da vinci code sucks..."
0,"Da Vinci Code sucks."
0,"Da Vinci Code sucks be..."
0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
0,"da vinci code sucks..."
0,"friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!"
0,"i heard da vinci code sucked soo much only 2.5 stars:"
0,"Da Vinci Code sucks."
0,"Da Vinci Code sucks be..."
0,"The Da Vinci Code sucked big time."
0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
0,"da vinci code sucks..."
0,"I hated Mission Impossible.."
0,"Christmas Missions Trip with our very own Tom Cruise:  Mission Impossible is for stupid people .."
0,"i didnt know mission impossible 2 so sucks..."
0,"God, anyway for anyone whos read this far the new Mission Impossible SUCKS!"
0,"mission impossible III kinda sucked."
0,"Mission Impossible 3 sucked..."
0,"Mission Impossible 3 sucked!.."
0,"Mission Impossible 3 sucks......."
0,"MISSION IMPOSSIBLE 2 ~ REALLY SUCKS!!!!!!!!!!!!!!!!!!!!!!!!!!!.."
0,"MISSION IMPOSSIBLE III I hated the first Mission Impossible and never saw the second one."
0,"RV was really good but Mission Impossible 3 fucking sucked."
0,"mission impossible 2 sucked by the way so i dont know if i wanna see 3.."
0,"Mission impossible both the first and second sucked.."
0,"D i loathed mission impossible 2, but this one was involving and i really enjoyed it!"
0,"so we ran off because we HATED Top Gun / Mission Impossible 2 / Cocktail."
0,"idk mission impossible looked stupid to me.."
0,"watched mission impossible 3 wif stupid haha..."
0,"saw mission impossible 3 kinda stupid yet good.."
0,"Mission Impossible 2 was a horrible film that made me cringe whenever I think about it, so horrible it was that I lost respect for John Woo("
0,"MI: 2 was generally agreed to be a decent action movie but a terrible fit for the name  Mission Impossible."
0,"After seeing crappy Mission Impossible 3 trailers I gotta ask one thing:"
0,"His new track for Mission Impossible 3 is probably the dumbest thing Ive ever heard."
0,"Now, I know what most of you are thinking: Harry Potter sucks."
0,"Although watching Harry Potter was a little boring."
0,"Does it take for you to get really mad -- when people say Harry Potter sucks..."
0,"My sexy vintage silver tea infuser deal fell through, so instead I bought this crappy Harry Potter tea infuser thats shaped like a frog."
0,"Harry Potter can be quite an idiot sometimes."
0,"And I hate Wesley almost as much as I hate Harry Potter, but that doesnt mean Captain Picard still wasnt a douche and a half that day."
0,"And I hate Wesley almost as much as I hate Harry Potter, but that doesnt mean Captain Picard still wasnt a douche and a half that day."
0,"I have come to the conclusion that Harry Potter is a tragic hero....."
0,"Harry Potter is a story of good conquering evil and the friendships that are formed along the way..."
0,"Harry Potter sucks balls..."
0,"You think that Harry Potter is evil.."
0,"The images of evil lin movies such as Harry Potter or the Lord of the Rings pale in comparrison with reality."
0,"I hate Harry Potter.."
0,"Harry Potter is evil!!!!!.."
0,"I hate Harry Potter.."
0,"I hate Harry Potter.."
0,"I hate Harry Potter.."
0,"I hate Harry Potter.."
0,"I hate Harry Potter.."
0,"I heard Emma Watson might not be returning for the next Harry Potter film, which would really suck."
0,"I hate Harry Potter.."
0,"I hate Harry Potter.."
0,"Harry Potter can suck my clit..."
0,"Wiccans react to possible Harry Potter book ban Marcia Gaither, who teaches classes in Wiccanism, says the controversy about Harry Potter is absurd."
0,"What I hate is, shes also one of these people that thinks Harry Potter is this evil witchcraft and evil for kids to read..."
0,"I hate Harry Potter...."
0,"My point is, Harry Potter is evil..."
0,"And I hate Harry Potter.. -- Jame."
0,"Just that I hate Harry Potter and hate the living guts out of Johnny Depp."
0,"Also I love Lord of the Rings, but I hate Harry Potter because he needs a haircut."
0,"meganpenworthy dressed as a character from Harry Potter and the Selfish Iron, though it looked more like Optimus Prime.."
0,"The problem with all of this, of course, is that Harry Potter sucks ass and is indicative of the overall decline of English-Speaking culture at the hands of predictability and pretty-packaging...: -)."
0,"Harry Potter SUCKS!!"
0,"Harry Potter sucks, its just that simple."
0,"Harry Potter still sucks, though."
0,"Im exhausted and I hate Harry Potter."
0,"I hate Harry Potter with a passion but these are hilarious!.................."
0,"While I hate Harry Potter with nearly every fiber of my being, I dont think the book is inherently evil."
0,"Harry Potter sucks."
0,"I hated Harry Potter."
0,"We screwed up on Malaguena so much that Russotti changed it to Harry Potter and I hate Harry Potter..."
0,"this coming from the person who said that Harry Potter sucks just a few hours ago?.("
0,"I hate Harry Potter."
0,"I suppose you could say that I hate Harry Potter because hes everything Im not."
0,"He opened his mouth to dictate his reply about having Harry Potter suck his cock, only to be cut off by his mirror speaking up."
0,"I durno but I hate Harry Potter.."
0,"I hate Harry Potter..."
0,"Harry Potter sucks."
0,"I hate Harry Potter..."
0,"man, it was awful ( and yes, I am a huge Harry Potter loser )."
0,"I hate Harry Potter jelly beans..."
0,". Harry Potter sucks.."
0,"“ I hate you Harry Potter, ” Hermione said childishly..."
0,"This quiz sucks and Harry Potter sucks ok bye.."
0,"I hate Harry Potter, its retarted, gay and stupid and theres only one Black guy..."
0,"Always knows what I want, not guy crazy, hates Harry Potter.."
0,"I hate Harry Potter."
0,"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies."
0,"These Harry Potter movies really suck."
0,"I hate Harry Potter, that daniel wotshisface needs a fucking slap..."
0,"I hate Harry Potter, its retarted, gay and stupid and theres only one Black guy..."
0,"Is it just me, or does Harry Potter suck?..."
0,"Always knows what I want, not guy crazy, hates Harry Potter.."
0,"I hate Harry Potter, that daniel wotshisface needs a fucking slap..."
0,"I hate Harry Potter, its retarted, gay and stupid and theres only one Black guy..."
0,"I hate Harry Potter, that daniel wotshisface needs a fucking slap..."
0,"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock..."
0,"I hate Harry Potter, its retarted, gay and stupid and theres only one Black guy..."
0,"Always knows what I want, not guy crazy, hates Harry Potter.."
0,"I hate Harry Potter."
0,"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies."
0,"I hate Harry Potter, that daniel wotshisface needs a fucking slap..."
0,"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies."
0,"I hate Harry Potter, that daniel wotshisface needs a fucking slap..."
0,"Always knows what I want, not guy crazy, hates Harry Potter.."
0,"I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with."
0,"These Harry Potter movies really suck."
0,"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies."
0,"I hate Harry Potter, its retarted, gay and stupid and theres only one Black guy..."
0,"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies."
0,"This quiz sucks and Harry Potter sucks ok bye.."
0,"I hate Harry Potter, its retarted, gay and stupid and theres only one Black guy..."
0,"I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with."
0,"This quiz sucks and Harry Potter sucks ok bye.."
0,"I hate Harry Potter, its retarted, gay and stupid and theres only one Black guy..."
0,"I hate Harry Potter, that daniel wotshisface needs a fucking slap..."
0,"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock..."
0,"These Harry Potter movies really suck."
0,"I hate Harry Potter."
0,"This quiz sucks and Harry Potter sucks ok bye.."
0,"I hate Harry Potter."
0,"Always knows what I want, not guy crazy, hates Harry Potter.."
0,"These Harry Potter movies really suck."
0,"Always knows what I want, not guy crazy, hates Harry Potter.."
0,"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock..."
0,"Is it just me, or does Harry Potter suck?..."
0,"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock..."
0,"These Harry Potter movies really suck."
0,"I hate Harry Potter, its retarted, gay and stupid and theres only one Black guy..."
0,"Is it just me, or does Harry Potter suck?..."
0,"Always knows what I want, not guy crazy, hates Harry Potter.."
0,"I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with."
0,"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies."
0,"These Harry Potter movies really suck."
0,"I hate Harry Potter, that daniel wotshisface needs a fucking slap..."
0,"This quiz sucks and Harry Potter sucks ok bye.."
0,"I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with."
0,"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies."
0,"I hate Harry Potter, its retarted, gay and stupid and theres only one Black guy..."
0,"I hate Harry Potter."
0,"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies."
0,"Always knows what I want, not guy crazy, hates Harry Potter.."
0,"I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with."
0,"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies."
0,"I hate Harry Potter, that daniel wotshisface needs a fucking slap..."
0,"Always knows what I want, not guy crazy, hates Harry Potter.."
0,"I hate Harry Potter, that daniel wotshisface needs a fucking slap..."
0,"I hate Harry Potter, its retarted, gay and stupid and theres only one Black guy..."
0,"Always knows what I want, not guy crazy, hates Harry Potter.."
0,"I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with."
0,"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies."
0,"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock..."
0,"These Harry Potter movies really suck."
0,"This quiz sucks and Harry Potter sucks ok bye.."
0,"I hate Harry Potter."
0,"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock..."
0,"Is it just me, or does Harry Potter suck?..."
0,"Always knows what I want, not guy crazy, hates Harry Potter.."
0,"I hate Harry Potter."
0,"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock..."
0,"I hate Harry Potter, its retarted, gay and stupid and theres only one Black guy..."
0,"I hate Harry Potter, its retarted, gay and stupid and theres only one Black guy..."
0,"I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with."
0,"I hate Harry Potter, that daniel wotshisface needs a fucking slap..."
0,"This quiz sucks and Harry Potter sucks ok bye.."
0,"These Harry Potter movies really suck."
0,"I hate Harry Potter, that daniel wotshisface needs a fucking slap..."
0,"Always knows what I want, not guy crazy, hates Harry Potter.."
0,"I hate Harry Potter, its retarted, gay and stupid and theres only one Black guy..."
0,"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock..."
0,"I hate Harry Potter, its retarted, gay and stupid and theres only one Black guy..."
0,"I hate Harry Potter, its retarted, gay and stupid and theres only one Black guy..."
0,"I hate Harry Potter."
0,"These Harry Potter movies really suck."
0,"I hate Harry Potter, its retarted, gay and stupid and theres only one Black guy..."
0,"These Harry Potter movies really suck."
0,"Always knows what I want, not guy crazy, hates Harry Potter.."
0,"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies."
0,"Is it just me, or does Harry Potter suck?..."
0,"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies."
0,"These Harry Potter movies really suck."
0,"I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with."
0,"I hate Harry Potter."
0,"Is it just me, or does Harry Potter suck?..."
0,"Always knows what I want, not guy crazy, hates Harry Potter.."
0,"This quiz sucks and Harry Potter sucks ok bye.."
0,"I hate Harry Potter, its retarted, gay and stupid and theres only one Black guy..."
0,"I hate Harry Potter."
0,"I hate Harry Potter, that daniel wotshisface needs a fucking slap..."
0,"This quiz sucks and Harry Potter sucks ok bye.."
0,"I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with."
0,"I hate Harry Potter."
0,"I hate Harry Potter, that daniel wotshisface needs a fucking slap..."
0,"I hate Harry Potter, its retarted, gay and stupid and theres only one Black guy..."
0,"I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with."
0,"I hate Harry Potter."
0,"I hate Harry Potter, its retarted, gay and stupid and theres only one Black guy..."
0,"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies."
0,"These Harry Potter movies really suck."
0,"This quiz sucks and Harry Potter sucks ok bye.."
0,"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies."
0,"These Harry Potter movies really suck."
0,"I hate Harry Potter, that daniel wotshisface needs a fucking slap..."
0,"This quiz sucks and Harry Potter sucks ok bye.."
0,"I hate Harry Potter, its retarted, gay and stupid and theres only one Black guy..."
0,"Always knows what I want, not guy crazy, hates Harry Potter.."
0,"I hate Harry Potter, that daniel wotshisface needs a fucking slap..."
0,"This quiz sucks and Harry Potter sucks ok bye.."
0,"Always knows what I want, not guy crazy, hates Harry Potter.."
0,"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock..."
0,"These Harry Potter movies really suck."
0,"I hate Harry Potter, its retarted, gay and stupid and theres only one Black guy..."
0,"Always knows what I want, not guy crazy, hates Harry Potter.."
0,"Always knows what I want, not guy crazy, hates Harry Potter.."
0,"I hate Harry Potter."
0,"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock..."
0,"Is it just me, or does Harry Potter suck?..."
0,"I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with."
0,"I hate Harry Potter, that daniel wotshisface needs a fucking slap..."
0,"Always knows what I want, not guy crazy, hates Harry Potter.."
0,"I hate Harry Potter."
0,"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies."
0,"This quiz sucks and Harry Potter sucks ok bye.."
0,"I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with."
0,"I hate Harry Potter, that daniel wotshisface needs a fucking slap..."
0,"Is it just me, or does Harry Potter suck?..."
0,"I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with."
0,"I hate Harry Potter."
0,"Is it just me, or does Harry Potter suck?..."
0,"Always knows what I want, not guy crazy, hates Harry Potter.."
0,"These Harry Potter movies really suck."
0,"I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with."
0,"I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with."
0,"These Harry Potter movies really suck."
0,"I hate Harry Potter, that daniel wotshisface needs a fucking slap..."
0,"I hate Harry Potter, its retarted, gay and stupid and theres only one Black guy..."
0,"Is it just me, or does Harry Potter suck?..."
0,"I hate Harry Potter."
0,"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock..."
0,"I hate Harry Potter, that daniel wotshisface needs a fucking slap..."
0,"I hate Harry Potter, its retarted, gay and stupid and theres only one Black guy..."
0,"Is it just me, or does Harry Potter suck?..."
0,"Always knows what I want, not guy crazy, hates Harry Potter.."
0,"I hate Harry Potter, that daniel wotshisface needs a fucking slap..."
0,"This quiz sucks and Harry Potter sucks ok bye.."
0,"Always knows what I want, not guy crazy, hates Harry Potter.."
0,"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies."
0,"These Harry Potter movies really suck."
0,"I hate Harry Potter."
0,"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock..."
0,"These Harry Potter movies really suck."
0,"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies."
0,"I hate Harry Potter, that daniel wotshisface needs a fucking slap..."
0,"I hate Harry Potter, its retarted, gay and stupid and theres only one Black guy..."
0,"Is it just me, or does Harry Potter suck?..."
0,"I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with."
0,"I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with."
0,"Is it just me, or does Harry Potter suck?..."
0,"I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with."
0,"These Harry Potter movies really suck."
0,"I hate Harry Potter."
0,"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies."
0,"I hate Harry Potter, its retarted, gay and stupid and theres only one Black guy..."
0,"Is it just me, or does Harry Potter suck?..."
0,"Always knows what I want, not guy crazy, hates Harry Potter.."
0,"I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with."
0,"I hate Harry Potter."
0,"This quiz sucks and Harry Potter sucks ok bye.."
0,"I hate Harry Potter, its retarted, gay and stupid and theres only one Black guy..."
0,"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies."
0,"This quiz sucks and Harry Potter sucks ok bye.."
0,"Is it just me, or does Harry Potter suck?..."
0,"Always knows what I want, not guy crazy, hates Harry Potter.."
0,"This quiz sucks and Harry Potter sucks ok bye.."
0,"Is it just me, or does Harry Potter suck?..."
0,"I hate Harry Potter."
0,"These Harry Potter movies really suck."
0,"Brokeback Mountain was one boring show … well at least they had super the cute actors ….."
0,"I think RENT / Brokeback Mountain might be pretty awkward and awful together....."
0,"brokeback mountain sucks..."
0,"i hated brokeback mountain."
0,"i love gay boys but i think brokeback mountain sucked.."
0,"Brokeback Mountain sucked."
0,"Brokeback Mountain sucked....."
0,"Brokeback Mountain sucked..."
0,"i hate brokeback mountain."
0,"I have to say, I hated Brokeback Mountain, though."
0,"brokeback mountain did suck, and it was way too long."
0,"A gay guy posted in Livejournal about how much he thought Brokeback Mountain sucked."
0,"Brokeback Mountain is boring.."
0,"Brokeback mountain SUCKS.."
0,"µª   = 0 = I HATE BROKEBACK MOUNTAIN.."
0,"BROKEBACK MOUNTAIN SUCKS...."
0,"i hate brokeback mountain..."
0,"OMG I HATE BROKEBACK MOUNTAIN."
0,"I SOOOO HATED BROKEBACK MOUNTAIN!!.."
0,". Brokeback Mountain sucks."
0,"Brokeback mountain SUCKED."
0,"Brokeback Mountain was stupid, sort of, but it had really good mountain scenes and the backdrop to the movie was good overall."
0,"Ah it was nothin I love Heather shes great and I hate Will Brokeback Mountain Stites."
0,"I hate Nanny McPhee and Brokeback Mountain."
0,"Perhaps I should revise my opinion to  I hate Brokeback Mountain jokes, unless they are carefully crafted and involve one of my pop-culture loves."
0,"I hate this Brokeback Mountain shit."
0,"they were saying how awful Brokeback Mountain was."
0,"I hate this Brokeback Mountain shit."
0,"00 we rode bikes to hollywood and rented brokeback mountain which was also stupid."
0,"stupid brokeback mountain."
0,"stupid brokeback mountain.("
0,"I thought Brokeback Mountain was an awful movie."
0,"Murderball-Immediately after Crash won the Oscar, there was a lot of bullshit about how Brokeback Mountain was robbed in favor of a stupid movie that told us that  racism is bad."
0,"I thought Brokeback Mountain was an awful movie."
0,"But I thought Brokeback Mountain was going to be a stupid movie.."
0,"I thought Brokeback Mountain was an awful movie."
0,"Im glad that stupid Brokeback Mountain didnt win.."
0,"Watched10 things I hate about youand 2 / 3 ofbrokeback mountain ."
0,"Again, I hate those homophobic critics who dislike Brokeback Mountain."
0,"I would give you more Kudos on this blog but you had to go and talk about AWFUL brokeback mountain..."
